Model,Explainer,Patient_Position,Original_Row_Index,Original_Probability,Mean_Perturbed_Probability,Mean_Absolute_Probability_Change,Class_Flip_Rate,Mean_Stability_Spearman,Std_Stability_Spearman,Mean_Stability_TopK,Std_Stability_TopK,Mean_Stability_Score,Std_Stability_Score,Minimum_Stability_Score,Maximum_Stability_Score
Logistic Regression,SHAP,13,392,0.21103974982423315,0.20800895335858033,0.02006336881958448,0.0,0.9476190476190478,0.04677829215330593,0.9333333333333332,0.13333333333333336,0.9535714285714286,0.07478711282632829,0.7916666666666667,1.0
Logistic Regression,SHAP,14,678,0.42496733951017734,0.430475715929028,0.02167310331314138,0.0,0.9333333333333336,0.07514158970504521,0.8333333333333333,0.16666666666666669,0.9,0.08600315081503342,0.7619047619047619,1.0
Logistic Regression,SHAP,15,116,0.49849409571483355,0.5076237549100632,0.020401250765084967,0.75,0.9345238095238096,0.07333758491076874,0.9166666666666666,0.14433756729740646,0.9419642857142858,0.0863377416926663,0.75,1.0
Logistic Regression,SHAP,16,660,0.7965582744190133,0.7984220670577159,0.016052410833498267,0.0,0.9976190476190476,0.007142857142857117,0.9833333333333332,0.0726483157256779,0.9910714285714285,0.03757550976687295,0.8273809523809523,1.0
Logistic Regression,SHAP,17,742,0.18074879837404004,0.17526140783103725,0.012903225690268996,0.0,0.925,0.045347611797002155,0.8833333333333332,0.1589898669028243,0.9229166666666668,0.0873698213683709,0.7916666666666667,1.0
Logistic Regression,SHAP,18,260,0.8324559101568259,0.8385703717355873,0.01495563411511568,0.0,0.8416666666666668,0.1328381536181881,0.85,0.16583123951777,0.8854166666666666,0.09320514383803333,0.6845238095238095,0.9940476190476191
Logistic Regression,SHAP,19,533,0.3568523374303624,0.35296821111375476,0.02703560505404006,0.0,0.9726190476190476,0.020308002510990426,0.8833333333333332,0.1589898669028243,0.9348214285714287,0.08268187109874828,0.8214285714285714,1.0
Logistic Regression,SHAP,20,140,0.3199571238855704,0.3203750062932057,0.014961996913746955,0.0,0.9714285714285715,0.040265558393542275,1.0,0.0,0.9928571428571429,0.01006638959838557,0.9642857142857143,1.0
Logistic Regression,SHAP,21,13,0.8266821395173364,0.8378675627534765,0.01613437556245732,0.0,0.980952380952381,0.031586902765289505,1.0,0.0,0.9952380952380955,0.007896725691322375,0.9642857142857143,1.0
Logistic Regression,SHAP,22,17,0.3115533025072294,0.3208792457171275,0.021223988026754157,0.0,0.9321428571428573,0.06083088710019628,0.8666666666666666,0.1632993161855452,0.9163690476190478,0.09004587124666755,0.7678571428571428,1.0
Logistic Regression,SHAP,23,245,0.9473494310146252,0.9478795621715775,0.004191648530683228,0.0,0.9916666666666665,0.011356419064487406,1.0,0.0,0.9979166666666668,0.0028391047661218524,0.9940476190476191,1.0
Logistic Regression,SHAP,24,517,0.6779157665566052,0.6778724706603733,0.019739580803409002,0.0,0.9690476190476189,0.03021089890583216,0.8166666666666667,0.16583123951777,0.9005952380952381,0.08658821999134665,0.8035714285714286,1.0
Logistic Regression,SHAP,25,62,0.056175440961258614,0.055803745242296324,0.004545218027886605,0.0,0.9333333333333333,0.06098213559459854,0.9166666666666666,0.14433756729740646,0.941666666666667,0.0764040904272383,0.7857142857142858,1.0
Logistic Regression,SHAP,26,480,0.7170494269053758,0.7194032136493135,0.022767811035611863,0.0,0.9523809523809526,0.057833132388052946,0.9833333333333332,0.0726483157256779,0.979761904761905,0.037805820257620054,0.8273809523809523,1.0
Logistic Regression,SHAP,27,629,0.11542115037733316,0.11435493935954111,0.010153678372993904,0.0,0.961904761904762,0.05183700251685054,0.9333333333333333,0.13333333333333336,0.9571428571428571,0.06978770041527162,0.8035714285714286,1.0
Logistic Regression,SHAP,28,64,0.4907605376114161,0.48981398414282085,0.025461175188923012,0.35,0.8797619047619051,0.08828005067363053,0.8166666666666667,0.16583123951777004,0.8782738095238095,0.08192852904746971,0.7619047619047619,1.0
Logistic Regression,SHAP,29,3,0.09484136636054671,0.0963970972650096,0.007752617494807915,0.0,0.9357142857142857,0.04586038162918625,0.95,0.11902380714238082,0.9589285714285716,0.06749853026030704,0.7976190476190477,1.0
Logistic Regression,SHAP,30,158,0.10942291626577658,0.1079924482549556,0.00868539133816324,0.0,0.9499999999999998,0.05729147340721885,0.8333333333333333,0.16666666666666669,0.9041666666666666,0.09505003754438085,0.7916666666666667,1.0
Logistic Regression,SHAP,31,83,0.10754315088083088,0.11204776693904699,0.011193983244836532,0.0,0.9666666666666665,0.03316282923139075,1.0,0.0,0.9916666666666669,0.008290707307847691,0.9761904761904762,1.0
Logistic Regression,SHAP,32,437,0.583625376694845,0.5885386264811248,0.018980210172448452,0.0,0.9178571428571427,0.13094696958516225,0.8833333333333332,0.1589898669028243,0.9211309523809523,0.10223333419282288,0.7083333333333333,1.0
Logistic Regression,SHAP,33,153,0.7055045722372986,0.7106478575274345,0.02070323686276245,0.0,0.9678571428571427,0.04778245771521303,0.9666666666666666,0.1,0.9752976190476191,0.058025029541465836,0.7797619047619048,1.0
Logistic Regression,SHAP,34,469,0.8843938607475237,0.8874343114425409,0.010135791655798799,0.0,0.9726190476190475,0.026379190245428952,1.0,0.0,0.993154761904762,0.0065947975613572345,0.9761904761904762,1.0
Logistic Regression,SHAP,35,124,0.2382652509078847,0.23663625817941086,0.01520685860631638,0.0,0.8976190476190478,0.09376842222626294,0.7999999999999999,0.16329931618554525,0.8744047619047619,0.09560754234993708,0.7380952380952381,1.0
Logistic Regression,SHAP,36,305,0.4665849916135932,0.4760207460051431,0.026214487613824812,0.25,0.8880952380952383,0.08182304894018846,0.9,0.1527525231651947,0.9220238095238095,0.07573571499680384,0.7976190476190477,1.0
Logistic Regression,SHAP,37,767,0.1480359413099105,0.15189802575688993,0.01098500038708072,0.0,0.9523809523809523,0.05161781759209235,0.9833333333333334,0.0726483157256779,0.9797619047619047,0.043391183258589504,0.7976190476190477,1.0
Logistic Regression,SHAP,38,746,0.7957159814443899,0.7966385804074495,0.018837403519290162,0.0,0.9857142857142858,0.01579345138264473,0.9666666666666666,0.1,0.979761904761905,0.05285231638195981,0.8214285714285714,1.0
Logistic Regression,SHAP,39,345,0.7231444602156797,0.7257907541335319,0.01682750126756687,0.0,0.9785714285714286,0.029063227656508785,0.9166666666666666,0.14433756729740646,0.9529761904761905,0.07620210104768527,0.8095238095238095,1.0
Logistic Regression,SHAP,40,745,0.4899629709541437,0.48354602164485244,0.026678995450027054,0.35,0.9595238095238094,0.052758380490857903,0.9833333333333334,0.0726483157256779,0.9815476190476191,0.03773546633475112,0.8273809523809523,1.0
Logistic Regression,SHAP,41,596,0.22724823320592938,0.22075890309870508,0.017209812744651113,0.0,0.9976190476190476,0.007142857142857117,1.0,0.0,0.9994047619047619,0.0017857142857142792,0.9940476190476191,1.0
Logistic Regression,SHAP,42,279,0.21424623978321758,0.21631033442718423,0.011000026048554563,0.0,0.9499999999999998,0.041170515394739454,0.85,0.16583123951777,0.9125,0.09045073263392402,0.7916666666666667,1.0
Logistic Regression,SHAP,43,264,0.4363243250369715,0.436682154931675,0.02171974189524018,0.0,0.7607142857142858,0.204606114599538,0.7166666666666666,0.15898986690282427,0.7985119047619047,0.11453152817766825,0.5178571428571429,1.0
Logistic Regression,SHAP,44,380,0.2847715614137666,0.2831992118026289,0.01924610048330528,0.0,0.9392857142857143,0.0448447814329461,0.9333333333333333,0.13333333333333333,0.9514880952380953,0.07444701181395535,0.7976190476190477,1.0
Logistic Regression,SHAP,45,560,0.5827146690690181,0.5821543782622487,0.018815424875205905,0.0,0.936904761904762,0.05066172102607906,0.8333333333333333,0.19720265943665388,0.9008928571428572,0.10961556392110337,0.6190476190476191,1.0
Logistic Regression,SHAP,46,276,0.28806019386880927,0.28417521586602434,0.01237624614563955,0.0,0.9690476190476189,0.02271283812897489,1.0,0.0,0.9922619047619049,0.00567820953224372,0.9761904761904762,1.0
Logistic Regression,SHAP,47,501,0.2243943377622762,0.2192174180101077,0.01719547779147092,0.0,0.9250000000000002,0.07942358954343298,0.9,0.1527525231651947,0.93125,0.09176083212237879,0.7559523809523809,1.0
Logistic Regression,SHAP,48,415,0.7096165654621704,0.7071108271938039,0.014391630430483238,0.0,0.9630952380952381,0.0323625648073052,0.7833333333333332,0.1589898669028243,0.8824404761904763,0.0840503801988107,0.8035714285714286,1.0
Logistic Regression,SHAP,49,535,0.5972131983968157,0.5977753902213173,0.02492622871349298,0.0,0.9511904761904763,0.06920138871111245,1.0,0.0,0.9877976190476192,0.017300347177778102,0.9166666666666667,1.0
Logistic Regression,SHAP,50,558,0.7435088780733001,0.7439219717904986,0.018410194239343897,0.0,0.9976190476190476,0.007142857142857117,0.9833333333333332,0.0726483157256779,0.9910714285714285,0.03757550976687295,0.8273809523809523,1.0
Logistic Regression,SHAP,51,484,0.8484816119023146,0.843701646296792,0.011977754760747621,0.0,0.9809523809523807,0.01428571428571426,1.0,0.0,0.9952380952380955,0.0035714285714285587,0.9880952380952381,1.0
Logistic Regression,SHAP,52,428,0.5143100667144191,0.5245664855634437,0.021553222939582485,0.2,0.9916666666666668,0.01135641906448741,1.0,0.0,0.9979166666666668,0.0028391047661218524,0.9940476190476191,1.0
Logistic Regression,SHAP,53,89,0.1483550563824903,0.1505485960490356,0.014257907142005708,0.0,0.9511904761904761,0.04730551544358457,0.9166666666666666,0.14433756729740646,0.9461309523809526,0.08132083080414104,0.7916666666666667,1.0
Logistic Regression,SHAP,54,756,0.6389533330401765,0.6337793418624718,0.020818506277545216,0.0,0.8857142857142858,0.10312575156051289,1.0,0.0,0.9714285714285715,0.025781437890128232,0.9226190476190477,1.0
Logistic Regression,SHAP,55,531,0.4894320591075687,0.4837712137815041,0.029775337709938354,0.4,0.9773809523809526,0.02550510153051016,0.9666666666666666,0.1,0.9776785714285715,0.05519609831054623,0.8095238095238095,1.0
Logistic Regression,SHAP,56,712,0.8287924683647464,0.8291744729627348,0.009688438851947579,0.0,0.9559523809523809,0.05066172102607905,1.0,0.0,0.988988095238095,0.012665430256519766,0.9583333333333334,1.0
Logistic Regression,SHAP,57,532,0.39183842610592434,0.3962761154656278,0.02233721379999659,0.0,0.9845238095238095,0.018860689902089087,1.0,0.0,0.9961309523809525,0.004715172475522263,0.9880952380952381,1.0
Logistic Regression,SHAP,58,355,0.8231887332927517,0.8225425478161481,0.013918319086530078,0.0,0.9833333333333332,0.031134992453861934,1.0,0.0,0.9958333333333333,0.0077837481134654845,0.9642857142857143,1.0
Logistic Regression,SHAP,59,713,0.2666319382392118,0.27220556382400496,0.015728526654753848,0.0,0.9797619047619047,0.020308002510990415,1.0,0.0,0.9949404761904763,0.005077000627747596,0.9821428571428572,1.0
Logistic Regression,SHAP,60,440,0.8296640488953662,0.8299277155460654,0.012124850622612909,0.0,0.9654761904761905,0.030560708697603405,1.0,0.0,0.9913690476190476,0.007640177174400849,0.9761904761904762,1.0
Logistic Regression,SHAP,61,311,0.3578013179009573,0.3639559436729959,0.023388151942235185,0.0,0.9797619047619047,0.01729266553134991,0.9666666666666666,0.1,0.9782738095238095,0.0504821916356214,0.8273809523809523,1.0
Logistic Regression,SHAP,62,494,0.017392862270370523,0.01832505969375595,0.0014967820667851398,0.0,0.9857142857142858,0.021821789023599224,1.0,0.0,0.9964285714285716,0.00545544725589981,0.9761904761904762,1.0
Logistic Regression,SHAP,63,235,0.8891276781265532,0.8909734745159174,0.006514077961899923,0.0,0.9071428571428569,0.08380817098475259,1.0,0.0,0.9767857142857143,0.020952042746188157,0.9107142857142857,1.0
Logistic Regression,SHAP,64,650,0.09667451417189538,0.0970734342417416,0.0054007972559614445,0.0,0.9904761904761905,0.011664236870396045,0.9833333333333332,0.0726483157256779,0.9892857142857144,0.037248780588481,0.8273809523809523,1.0
Logistic Regression,SHAP,65,724,0.2948580824772912,0.28860663287623933,0.022476399094102956,0.0,0.9273809523809525,0.052959467665560034,0.85,0.16583123951777,0.9068452380952381,0.0854591730970989,0.7976190476190477,1.0
Logistic Regression,SHAP,66,332,0.939446190750245,0.9423666392951932,0.006068512823558442,0.0,0.9952380952380953,0.00952380952380949,1.0,0.0,0.9988095238095239,0.0023809523809523725,0.9940476190476191,1.0
Logistic Regression,SHAP,67,418,0.05962738461839391,0.058289319608037314,0.0050886862394355255,0.0,0.9833333333333336,0.013256581816261923,1.0,0.0,0.9958333333333333,0.0033141454540654776,0.9880952380952381,1.0
Logistic Regression,SHAP,68,410,0.4245834200801528,0.4236267747454273,0.02651880148758053,0.0,0.9726190476190475,0.030374644814697732,0.8666666666666666,0.16329931618554522,0.926488095238095,0.08829359505972918,0.8154761904761905,1.0
Logistic Regression,SHAP,69,743,0.7645185723804039,0.7650590851612157,0.015168750895454153,0.0,0.961904761904762,0.02954684201426391,0.85,0.16583123951777,0.9154761904761907,0.08594133288710795,0.8095238095238095,1.0
Logistic Regression,SHAP,70,419,0.31760223984581465,0.3207101359205028,0.023507695501611647,0.0,0.9107142857142859,0.06771078619314223,0.9833333333333332,0.0726483157256779,0.969345238095238,0.042769213700856935,0.7976190476190477,1.0
Logistic Regression,SHAP,71,527,0.18979195507853466,0.19477068535738404,0.018765236354199653,0.0,0.9345238095238096,0.0771057376891013,0.9666666666666666,0.1,0.9669642857142856,0.06094944538131787,0.7738095238095238,1.0
Logistic Regression,SHAP,72,351,0.46466201892216963,0.4787499716202214,0.029321312263005345,0.25,0.8857142857142858,0.10583862271853746,0.9666666666666666,0.1,0.9547619047619049,0.06947731648292797,0.7142857142857143,1.0
Logistic Regression,SHAP,73,618,0.659962347960971,0.6602591924720553,0.027446553310535277,0.0,0.975,0.03647988915724892,0.9333333333333332,0.13333333333333336,0.9604166666666669,0.07003286704102865,0.8154761904761905,1.0
Logistic Regression,SHAP,74,407,0.09634222925796307,0.09494180690128137,0.007247078254325455,0.0,0.9654761904761905,0.03946567727202566,1.0,0.0,0.9913690476190478,0.009866419318006421,0.9642857142857143,1.0
Logistic Regression,SHAP,75,243,0.5818604257128994,0.5872397041184491,0.01882716839992878,0.0,0.9428571428571427,0.034006802040680226,0.9833333333333332,0.0726483157256779,0.9773809523809526,0.04298921448873282,0.7916666666666667,0.9940476190476191
Logistic Regression,SHAP,76,190,0.1395518773890205,0.1489193970803274,0.013622895222415035,0.0,0.9226190476190474,0.08808719396993295,0.9333333333333333,0.13333333333333333,0.9473214285714286,0.07432793652810549,0.7738095238095238,1.0
Logistic Regression,SHAP,77,187,0.5606921564570687,0.5615894427209117,0.023834444399812322,0.0,0.925,0.04003612314476245,0.9166666666666666,0.14433756729740646,0.9395833333333332,0.0769971019789182,0.7976190476190477,1.0
Logistic Regression,SHAP,78,496,0.24484218308118066,0.2471440202368273,0.015221298725121239,0.0,0.9083333333333334,0.08393490350986822,0.7999999999999999,0.16329931618554525,0.8770833333333332,0.08359387417340897,0.7440476190476191,1.0
Logistic Regression,SHAP,79,441,0.15392514050277764,0.15264049282938136,0.011224944252134385,0.0,0.9321428571428569,0.0544374445960651,1.0,0.0,0.9830357142857145,0.013609361149016288,0.9404761904761905,0.9940476190476191
Logistic Regression,SHAP,80,430,0.13926645869484597,0.13967522289190135,0.011972383994334207,0.0,0.9785714285714284,0.024857872640263193,1.0,0.0,0.9946428571428573,0.006214468160065798,0.9761904761904762,1.0
Logistic Regression,SHAP,81,698,0.4919831365579084,0.4927233535484893,0.02481277260552875,0.4,0.9333333333333336,0.09834226870506371,0.9,0.1527525231651947,0.9333333333333333,0.09295248463108974,0.7440476190476191,1.0
Logistic Regression,SHAP,82,513,0.13865980868717312,0.14049123835339924,0.014235288274249785,0.0,0.9761904761904763,0.010647942749998985,0.95,0.11902380714238084,0.9690476190476192,0.061214095867535456,0.8214285714285714,1.0
Logistic Regression,SHAP,83,304,0.38120242486843375,0.38198311064463264,0.02909631078024878,0.0,0.9595238095238097,0.05112121560377113,0.9833333333333332,0.0726483157256779,0.9815476190476191,0.04254599352025817,0.8035714285714286,1.0
Logistic Regression,SHAP,84,82,0.2616283460317787,0.26483612833544995,0.02307843751429033,0.0,0.975,0.024368439869593698,0.95,0.11902380714238084,0.9687500000000002,0.062141118156657266,0.8154761904761905,1.0
Logistic Regression,SHAP,85,563,0.26803936252713345,0.26924035817570013,0.023099283354455658,0.0,0.9690476190476189,0.031134992453861955,1.0,0.0,0.9922619047619048,0.007783748113465496,0.9761904761904762,1.0
Logistic Regression,SHAP,86,722,0.5576108736030642,0.5471817464962959,0.023718982789329733,0.05,0.975,0.03724878058848097,0.9166666666666666,0.14433756729740646,0.9520833333333334,0.0752799715815249,0.8095238095238095,1.0
Logistic Regression,SHAP,87,199,0.5383953769915658,0.5445907414487474,0.032892536926014224,0.15,0.9261904761904761,0.07784658440129434,1.0,0.0,0.9815476190476191,0.019461646100323592,0.9345238095238095,1.0
Logistic Regression,SHAP,88,112,0.12261057469045013,0.12058094324180799,0.009718525079808138,0.0,0.9583333333333334,0.03755192927520832,0.9,0.1527525231651947,0.9395833333333334,0.08224792710825875,0.7916666666666667,1.0
Logistic Regression,SHAP,89,162,0.407853225206163,0.4117772173261261,0.022540122428130468,0.0,0.8892857142857142,0.09012305772042924,0.95,0.11902380714238082,0.9473214285714289,0.07706609478137978,0.7678571428571428,1.0
Logistic Regression,SHAP,90,24,0.8196674244042783,0.8220867261684391,0.013169138973838085,0.0,0.9880952380952379,0.014085904245475242,0.9,0.1527525231651947,0.9470238095238095,0.07900986978732168,0.8214285714285714,1.0
Logistic Regression,SHAP,91,215,0.9270372803764718,0.9279713778012046,0.006563341609155382,0.0,0.9726190476190476,0.021658815950786007,1.0,0.0,0.993154761904762,0.005414703987696502,0.9761904761904762,1.0
Logistic Regression,SHAP,92,42,0.2427484209738942,0.2390506540535407,0.01928792975032242,0.0,0.9547619047619047,0.04755948656056706,0.8333333333333333,0.16666666666666669,0.9053571428571431,0.09151773615942448,0.7916666666666667,1.0
Logistic Regression,SHAP,93,366,0.38666501969639056,0.38194598398049995,0.01776491061291478,0.0,0.9011904761904763,0.058937589497555044,0.9666666666666666,0.1,0.9586309523809522,0.06065809140822006,0.7738095238095238,1.0
Logistic Regression,SHAP,94,402,0.6022179547526154,0.5892674992979354,0.02759733079632745,0.0,0.9726190476190476,0.017292665531349928,0.9166666666666667,0.14433756729740646,0.9514880952380954,0.07315074187877366,0.8214285714285714,1.0
Logistic Regression,SHAP,95,88,0.8447267795209408,0.8543568045983794,0.018095112223527315,0.0,0.9630952380952381,0.03147453349143401,1.0,0.0,0.9907738095238094,0.007868633372858506,0.9761904761904762,1.0
Logistic Regression,SHAP,96,486,0.6095822243374003,0.6132432486194456,0.03129379327218008,0.0,0.980952380952381,0.02332847374079216,0.9833333333333332,0.0726483157256779,0.9869047619047618,0.04087686836521285,0.8095238095238095,1.0
Logistic Regression,SHAP,97,436,0.8210274845385354,0.8203720070707565,0.014951307864937684,0.0,0.9535714285714285,0.02763853991962832,1.0,0.0,0.9883928571428575,0.006909634979907083,0.9702380952380952,1.0
Logistic Regression,SHAP,98,399,0.864049539076547,0.8596405434253148,0.013711291756637194,0.0,0.9523809523809522,0.04761904761904761,0.8666666666666666,0.16329931618554522,0.9214285714285714,0.08604433809329837,0.7976190476190477,1.0
Logistic Regression,SHAP,99,488,0.16524987063624488,0.16600901573130392,0.012231575251885443,0.0,0.9488095238095239,0.06661349920732271,0.9,0.1527525231651947,0.9372023809523811,0.07823419240040905,0.8154761904761905,1.0
Logistic Regression,SHAP,100,615,0.16487178774012723,0.1600274515744754,0.01525436418017862,0.0,0.9523809523809523,0.04390259265377562,0.8666666666666666,0.1632993161855452,0.9214285714285715,0.08592071702745778,0.7916666666666667,1.0
Logistic Regression,SHAP,101,481,0.3435351274944871,0.3495298203644318,0.025604921839857096,0.0,0.9190476190476191,0.051837002516850576,0.7499999999999999,0.17873008824606013,0.8547619047619047,0.0991996029452225,0.6130952380952381,0.9940476190476191
Logistic Regression,SHAP,102,139,0.33310960944233253,0.3310636721506981,0.018156560548077277,0.0,0.9607142857142857,0.031293903400225975,1.0,0.0,0.9901785714285716,0.007823475850056489,0.9642857142857143,1.0
Logistic Regression,SHAP,103,570,0.16245345955949733,0.1568144864456063,0.012390958099799405,0.0,0.9130952380952383,0.0742593817797652,0.8666666666666666,0.1632993161855452,0.9116071428571428,0.09732233871716546,0.7678571428571428,1.0
Logistic Regression,SHAP,104,300,0.8322667071131215,0.8223554908313135,0.015039235375604133,0.0,0.9404761904761905,0.060468690948572795,0.9833333333333332,0.0726483157256779,0.9767857142857144,0.0411920244685618,0.8095238095238095,1.0
Logistic Regression,SHAP,105,736,0.2399270466593251,0.2371546847657348,0.02839521970779697,0.0,0.9071428571428573,0.09156611677633052,0.8166666666666667,0.16583123951777,0.8851190476190476,0.09640468546022443,0.7380952380952381,1.0
Logistic Regression,SHAP,106,445,0.9924687798220593,0.991671258389121,0.0010280385883149668,0.0,0.9976190476190476,0.007142857142857117,1.0,0.0,0.9994047619047619,0.0017857142857142792,0.9940476190476191,1.0
Logistic Regression,SHAP,107,447,0.21052100490916165,0.2166016364675011,0.01604558688903255,0.0,0.9642857142857144,0.01765761544546585,1.0,0.0,0.9910714285714286,0.00441440386136645,0.9821428571428572,1.0
Logistic Regression,SHAP,108,489,0.9317778372428299,0.9315411703793993,0.00557393858282359,0.0,0.9892857142857142,0.01592748590507098,0.95,0.11902380714238084,0.9723214285714287,0.06260690969632152,0.8214285714285714,1.0
Logistic Regression,SHAP,109,330,0.6190237144434361,0.6145680794353727,0.025647451219381633,0.0,0.9285714285714285,0.031943828249996996,1.0,0.0,0.982142857142857,0.007985957062499258,0.9761904761904762,1.0
Logistic Regression,SHAP,110,144,0.6109558375102266,0.6104179544958712,0.02250263994586805,0.0,0.9511904761904761,0.05505871942784368,0.9666666666666666,0.1,0.9711309523809524,0.054563401875827346,0.7976190476190477,1.0
Logistic Regression,SHAP,111,185,0.9565939347235923,0.9557990673583744,0.0038465716303202834,0.0,0.9571428571428571,0.039555351728181275,0.8666666666666666,0.16329931618554522,0.9226190476190477,0.09007586875250927,0.7976190476190477,1.0
Logistic Regression,SHAP,112,584,0.5628166943567082,0.5511406164216712,0.02515401087343455,0.1,0.9404761904761905,0.05455447255899807,0.8166666666666667,0.16583123951777,0.893452380952381,0.09001487972234687,0.7857142857142858,1.0
Logistic Regression,SHAP,113,164,0.4304065278318333,0.4192700698106675,0.02940362337948558,0.05,0.9,0.04164965639175214,1.0,0.0,0.975,0.01041241409793804,0.9523809523809524,0.9940476190476191
Logistic Regression,SHAP,114,309,0.497435468366625,0.5091991457204591,0.023645737890501912,0.65,0.9499999999999998,0.054241836904259565,0.95,0.11902380714238084,0.9625,0.06160354831933695,0.8035714285714286,1.0
Logistic Regression,SHAP,115,127,0.32260958295953357,0.32343027707918176,0.019789974982667526,0.0,0.8857142857142856,0.09147320339189782,0.85,0.16583123951777,0.8964285714285714,0.09256670083949406,0.7380952380952381,1.0
Logistic Regression,SHAP,116,763,0.5423452079942341,0.5301918809855732,0.020744115363604293,0.2,0.8916666666666668,0.06320744739265848,1.0,0.0,0.9729166666666668,0.015801861848164633,0.9404761904761905,0.9940476190476191
Logistic Regression,SHAP,117,310,0.16804620679684207,0.1634754830571246,0.013768844655262064,0.0,0.9880952380952381,0.02195129632688778,0.9833333333333332,0.0726483157256779,0.9886904761904762,0.03740539843658328,0.8273809523809523,1.0
Logistic Regression,SHAP,118,740,0.8518595457650266,0.851338331026662,0.013654645143123405,0.0,0.9404761904761905,0.027664166758624396,0.8833333333333332,0.1589898669028243,0.9267857142857142,0.08133444504091351,0.8095238095238095,1.0
Logistic Regression,SHAP,119,347,0.262202794045547,0.26645270796025755,0.023738340910196092,0.0,0.8988095238095237,0.0752452528240975,0.9,0.1527525231651947,0.9247023809523809,0.08144708349165766,0.7738095238095238,1.0
Logistic Regression,SHAP,120,247,0.8415724387911488,0.8430087752766703,0.01173455117455205,0.0,0.9869047619047621,0.014035507288751865,0.9666666666666666,0.1,0.9800595238095238,0.051005861730187486,0.8273809523809523,1.0
Logistic Regression,SHAP,121,6,0.13608760728386204,0.13794530596523324,0.010194563519031861,0.0,0.8833333333333334,0.08968956286589218,0.7499999999999999,0.17873008824606015,0.8458333333333334,0.10160803204900068,0.6071428571428572,1.0
Logistic Regression,SHAP,122,674,0.5610475545990353,0.5738177445720869,0.019666054412571042,0.0,0.9845238095238095,0.015567496226930945,1.0,0.0,0.9961309523809525,0.0038918740567327305,0.9880952380952381,1.0
Logistic Regression,SHAP,123,258,0.7628444265802687,0.7612208334519324,0.018825560142253117,0.0,0.9654761904761905,0.04420820149435031,0.9666666666666666,0.1,0.974702380952381,0.054126587736527426,0.8095238095238095,1.0
